title,budget,revenue,popularity,release_date,imdb_score,runtime,genres
Helsinki Napoli - All Night Long,0.0,0.0,0.002001,1987-11-13,,,
The Three Stooges,30000000.0,54819301.0,13.371056,2012-04-13,,,
The Raven,26000000.0,29657751.0,7.254242,2012-03-09,,,
The Ballad of Nessie,0.0,0.0,1.527842,2011-04-13,,,
The Big Bang,17000000.0,0.0,2.608546,2011-01-17,,,
Mirror Mirror,85000000.0,183018522.0,14.170183,2012-03-15,,,
Battleship,209000000.0,303025485.0,13.106966,2012-04-11,5.8,131.0,
Our Day Will Come,4500000.0,0.0,5.208243,2010-09-15,,,
Louis Theroux: America's Most Hated Family in Crisis,0.0,0.0,1.64978,2011-04-03,,,
The Woman in the Rumor,0.0,0.0,1.338043,1954-06-20,,,
Appropriate Adult,0.0,0.0,0.989832,2011-09-03,,,
Terraferma,0.0,0.0,6.771605,2011-09-07,,,
Madhouse,0.0,0.0,2.243631,1974-03-01,,,
Goodbye First Love,4500000.0,0.0,3.00927,2011-07-04,,,
The Best Exotic Marigold Hotel,10000000.0,136836156.0,9.23046,2011-11-28,,,
Rush: Beyond the Lighted Stage,0.0,0.0,0.835435,2010-06-29,,,
Position Among the Stars,0.0,0.0,0.49163,2011-03-03,,,
The Second Time Around,0.0,0.0,0.038223,1961-12-22,,,
Crime After Crime,0.0,58840.0,0.235518,2011-07-01,,,
Black Pond,0.0,0.0,0.635191,2011-11-11,,,
18 Years Later,0.0,0.0,0.500427,2010-07-04,,,
King of Devil's Island,10000000.0,0.0,4.167899,2010-12-16,,,
Twelve,0.0,0.0,6.782478,2010-07-30,,,
Sharpay's Fabulous Adventure,0.0,0.0,14.129281,2011-04-19,,,
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",0.0,0.0,0.00737,2009-05-22,,,
Comic-Con Episode IV: A Fan's Hope,0.0,0.0,2.728108,2011-09-10,,,
Bullhead,2000000.0,0.0,4.666232,2011-02-02,,,
Le Crabe-Tambour,0.0,0.0,0.780497,1977-11-09,,,
Bully,1100000.0,0.0,2.599768,2011-04-23,7.4,92.0,
The Hammer,0.0,0.0,1.282498,2010-10-26,,,
Uncovered,0.0,0.0,1.596275,1995-01-04,4.8,95.0,
The Chance of a Lifetime,0.0,0.0,0.044321,1943-10-26,,,
The Flower in Hell,0.0,0.0,0.429134,1958-04-19,,,
White Mountains,0.0,0.0,0.051215,1964-01-01,,,
Hysteria,0.0,9504139.0,14.331454,2011-06-06,,,
Cold Storage,0.0,0.0,0.105417,2009-05-01,,,
Listen to Britain,0.0,0.0,0.513932,1942-04-01,,,
The Mad Masters,0.0,0.0,0.344463,1955-08-24,,,
Dante's Inferno: An Animated Epic,0.0,0.0,13.157995,2010-02-09,,,
The Bleeding House,0.0,0.0,1.732076,2011-04-20,,,
Barrier,0.0,0.0,0.393275,1966-11-18,,,
Crazy Sexy Cancer,0.0,0.0,0.041164,2007-03-11,,,
Aakrosh,0.0,0.0,0.405492,2010-10-01,,,
Devil's Diary,0.0,0.0,1.381287,2007-09-22,,,
Alambrista!,0.0,0.0,0.435052,1977-10-16,,,
Androcles and the Lion,0.0,0.0,0.186005,1952-12-01,,,
Super Demetrios,0.0,0.0,1.362725,2011-11-05,,,
Naked Ambition: An R Rated Look at an X Rated Industry,230.0,0.0,1.369933,2009-04-30,,,
Don't Eat the Pictures: Sesame Street at the Metropolitan Museum of Art,0.0,0.0,0.000559,1983-11-16,,,
The Atomic Submarine,0.0,0.0,0.459754,1959-11-29,,,
The Baron of Arizona,0.0,0.0,0.869231,1950-03-04,,,
The Five-Year Engagement,30000000.0,53909751.0,12.84554,2012-04-27,,,
The White Darkness,0.0,0.0,0.143995,2002-09-07,,,
Icarus XB 1,0.0,0.0,1.408341,1963-07-26,,,
Men in Hope,0.0,0.0,1.517652,2011-08-25,,,
Spud,5000000.0,0.0,1.539813,2010-12-03,,,
Black Sun,0.0,0.0,0.115232,1964-04-18,,,
The Murderer Lives at Number 21,0.0,0.0,1.252491,1942-08-07,,,
Judgment in Berlin,0.0,0.0,0.542289,1988-01-01,,,
Elsewhere,500000.0,0.0,12.239661,2009-01-15,,,
The Marc Pease Experience,0.0,0.0,6.236016,2009-08-21,,,
Buried Alive II,0.0,0.0,0.506741,1997-10-01,,,
One Body Too Many,0.0,0.0,0.521866,1944-11-24,,,
Slim Carter,0.0,0.0,0.001346,1957-11-01,,,
In The Hands Of The Gods,0.0,0.0,0.093773,2007-09-14,,,
The Catechism Cataclysm,0.0,0.0,0.315696,2011-10-19,,,
The Devil's Rock,0.0,0.0,4.422049,2011-07-08,,,
Think Like a Man,12000000.0,96070507.0,5.264551,2012-04-16,,,
The Lucky One,25000000.0,99357138.0,7.740762,2012-04-19,,,
Diverted,0.0,0.0,0.594784,2009-03-08,,,
The First Texan,0.0,0.0,0.512685,1956-06-29,,,
"Good-bye, My Lady",0.0,0.0,1.037593,1956-05-12,,,
Chosin,0.0,0.0,0.041185,2010-09-10,,,
Nob Hill,0.0,0.0,0.966719,1945-06-13,,,
Bride Flight,6400000.0,2556911.0,2.065753,2008-10-15,,,
Chained for Life,0.0,0.0,0.54733,1952-01-01,,,
The Scarlet Letter,0.0,0.0,0.193441,1979-04-02,,,
If a Tree Falls: A Story of the Earth Liberation Front,0.0,0.0,0.977799,2011-06-22,,,
The Greening of Whitney Brown,0.0,0.0,0.710603,2011-11-10,,,
Safe,30000000.0,40346186.0,8.234382,2012-04-16,7.2,45.0,
"That Day, on the Beach",0.0,0.0,0.076776,1983-04-11,,,
Hamlet,0.0,0.0,1.682371,2009-12-26,,,
The Fairy,0.0,0.0,1.2922,2011-05-11,,,
Diaries Notes and Sketches,0.0,0.0,0.397825,1969-12-01,,,
3rd World Hero,0.0,0.0,0.147723,2000-02-16,,,
Kept Husbands,0.0,0.0,0.122458,1931-02-22,,,
The Swell Season,0.0,0.0,0.62378,2011-04-22,,,
"Ella Lola, a la Trilby",0.0,0.0,0.055116,1898-01-01,,,
Guilty Hands,0.0,0.0,0.304974,1931-08-22,,,
L'outremangeur,0.0,0.0,0.550466,2002-09-10,,,
Jumping the Broom,6600000.0,37710610.0,2.664211,2011-05-06,,,
A Story Written with Water,0.0,0.0,0.370132,1965-11-23,,,
Feast III: The Happy Finish,0.0,0.0,5.644681,2009-02-17,,,
Red Dog,0.0,0.0,4.881643,2011-08-04,,,
Any Questions for Ben?,114.0,0.0,1.031792,2012-02-09,,,
Sweet Bunch,0.0,0.0,0.788768,1983-10-19,,,
Amu,0.0,0.0,0.80794,2005-01-07,,,
Dark Shadows,150000000.0,245527149.0,10.665859,2012-05-08,6.2,113.0,
The Scorpion King: Rise of a Warrior,0.0,0.0,18.691187,2008-07-19,,,
Big Boys Gone Bananas!*,0.0,0.0,0.296487,2011-11-19,,,
Ciao Bella,0.0,0.0,0.483302,2007-08-03,,,
Daylight,0.0,0.0,0.062936,2011-07-17,,,
96 Minutes,0.0,0.0,3.432947,2011-10-14,,,
Columbus Circle,10000000.0,0.0,4.456647,2012-03-05,,,
The Decoy Bride,0.0,0.0,11.033977,2011-06-06,,,
The Headhunter's Sister,0.0,0.0,0.003221,1997-01-01,,,
Angels Crest,0.0,0.0,6.123723,2011-12-30,,,
Viva Riva!,0.0,43880.0,0.214552,2010-09-10,,,
The Forgiveness of Blood,0.0,0.0,0.904979,2011-02-18,,,
Among Wolves,8000000.0,0.0,1.291609,2010-11-26,,,
Edwin Boyd: Citizen Gangster,5000000.0,0.0,7.355123,2011-09-10,,,
Beyond the Black Rainbow,1100000.0,0.0,4.441525,2010-12-03,,,
The Last Play at Shea,0.0,0.0,0.216136,2010-04-25,,,
The Poker Club,0.0,0.0,0.545768,2008-10-16,,,
The Clown,0.0,0.0,2.587144,2011-10-28,,,
Creature,3000000.0,0.0,3.619641,2011-09-09,,,
Thawing Out,0.0,0.0,4.169996,2009-02-02,,,
"Turkish Dance, Ella Lola",0.0,0.0,0.1019,1898-09-30,,,
Walking with Beasts,0.0,0.0,1.79139,2001-12-21,,,
Rocket Singh: Salesman of the Year,1250000.0,0.0,2.250426,2009-12-11,,,
Vicky Donor,0.0,0.0,1.982419,2012-04-20,,,
Zig Zag,0.0,0.0,0.478794,1970-05-01,,,
Extraordinary Stories,0.0,0.0,0.274637,2008-05-01,,,
Small Town of Anara,0.0,0.0,0.073328,1978-03-06,,,
Across the Line: The Exodus of Charlie Wright,0.0,0.0,2.761004,2010-12-28,,,
Three Steps Above Heaven,0.0,0.0,6.28597,2010-12-03,,,
The Dictator,65000000.0,179379533.0,7.446085,2012-05-15,,,
Thrive,0.0,0.0,1.179601,2011-11-11,,,
Boys Love,0.0,0.0,1.039086,2006-11-24,,,
Bombay Talkie,0.0,0.0,0.000952,1970-11-18,,,
Border Radio,0.0,0.0,0.308762,1987-11-01,,,
Keyhole,0.0,21291.0,3.388565,2011-09-09,,,
Before The Dinosaurs - Walking With Monsters,0.0,0.0,1.556352,2005-11-05,,,
"Boys Diving, Honolulu",0.0,0.0,0.002307,1901-01-01,,,
The Island President,0.0,76398.0,0.395813,2012-03-28,,,
The Heir Apparent: Largo Winch,25412760.0,0.0,7.663624,2008-12-17,,,
The Mighty Macs,7000000.0,0.0,2.045158,2009-10-21,,,
My Blue Heaven,0.0,0.0,0.001358,1950-09-15,,,
Gifted Hands: The Ben Carson Story,0.0,0.0,4.291857,2009-02-07,7.6,86.0,
Chains,0.0,0.0,0.497498,1949-10-29,,,
The Woman Who Dared,0.0,0.0,0.574287,1944-02-03,,,
Nuoruuteni savotat,0.0,0.0,0.049706,1988-11-18,,,
Safrana or Freedom of Speech,0.0,0.0,0.0375,1978-02-08,,,
The Rose Seller,0.0,0.0,0.942627,1998-05-13,,,
Galileo,0.0,0.0,0.926626,1975-01-27,,,
Men in Black 3,225000000.0,624026776.0,10.684385,2012-05-23,,,
Snow White and the Huntsman,170000000.0,396600000.0,18.751554,2012-05-30,,,
The Harvest Month,0.0,0.0,0.079009,1956-06-25,,,
Olympian Holiday,0.0,0.0,0.00363,1976-12-17,,,
Pine Flat,0.0,0.0,0.053465,2006-01-01,,,
Back Street,0.0,0.0,0.075713,1941-02-07,,,
Where East is East,0.0,0.0,0.207515,1929-05-04,,,
Sound of My Voice,0.0,0.0,5.209056,2011-01-22,,,
The Steel Trap,0.0,0.0,0.987394,1952-11-12,,,
Night of the Demons,10000000.0,0.0,3.537361,2009-08-30,,,
The Secrets of Jonathan Sperry,1000000.0,0.0,0.305672,2008-04-27,,,
Unnaipol Oruvan,0.0,0.0,0.902673,2009-09-18,,,
EVA,7000000.0,0.0,4.788492,2011-10-28,,,
Chernobyl Diaries,0.0,18112929.0,6.76513,2012-05-24,,,
Chicken with Plums,12000000.0,1428291.0,3.78207,2011-10-25,,,
School of Seduction,0.0,0.0,0.496216,2004-09-17,,,
You Can't Win 'Em All,0.0,0.0,1.103785,1970-07-23,,,
Leadbelly,0.0,0.0,0.057789,1976-05-28,,,
The Pirates! In an Adventure with Scientists!,60000000.0,118338361.0,10.271517,2012-03-12,,,
A Better Life,0.0,0.0,1.678135,2012-01-03,,,
Hemingway & Gellhorn,19500000.0,0.0,8.19882,2012-08-27,,,
The Fish Child,0.0,0.0,0.887434,2009-02-06,,,
Hick,0.0,0.0,6.21609,2011-09-10,,,
Prometheus,130000000.0,403170142.0,16.624854,2012-05-30,,,
The Pact,0.0,0.0,10.403371,2012-05-25,,,
Phyllis and Harold,0.0,0.0,0.041177,2010-02-19,,,
Letters to God,0.0,0.0,4.008071,2010-04-09,,,
Bernie,5000000.0,9206470.0,5.875181,2012-04-27,,,
Desi Boyz,0.0,0.0,1.875217,2011-11-25,,,
Ten North Frederick,0.0,0.0,0.110003,1958-05-22,,,
3 A.M.,0.0,0.0,1.065499,2001-07-01,,,
Deadline - U.S.A.,0.0,0.0,2.020902,1952-03-14,,,
Inhale,10000000.0,55089.0,4.163207,2010-08-27,,,
Rated X: A Journey Through Porn,0.0,0.0,0.943789,1999-09-09,,,
Just Friends?,0.0,0.0,0.239151,2009-12-17,,,
Take This Waltz,0.0,0.0,5.735158,2011-11-25,,,
Berlin '36,0.0,0.0,0.727165,2009-09-09,,,
Sound of Noise,4466000.0,0.0,1.600787,2010-12-25,,,
The Blot,0.0,0.0,0.661938,1921-09-04,,,
Dr. Crippen,0.0,0.0,0.691282,1964-02-14,,,
Dickson Experimental Sound Film,0.0,0.0,0.493914,1894-08-31,,,
Wanderlust,35000000.0,24159934.0,9.295078,2012-02-23,7.0,57.0,
Harriet Craig,0.0,0.0,0.744993,1950-11-02,,,
Ladies They Talk About,0.0,0.0,1.528051,1933-02-04,,,
Moonrise Kingdom,16000000.0,68263166.0,8.692433,2012-05-16,,,
There Be Dragons,0.0,0.0,9.531143,2011-03-25,,,
Texas Killing Fields,0.0,957240.0,6.093938,2011-10-14,,,
Kahaani,1200000.0,16000000.0,3.174936,2012-03-09,,,
Superman vs. The Elite,3500000.0,0.0,6.247758,2012-06-12,,,
I Wish,0.0,0.0,2.512335,2011-06-11,,,
Stavisky,0.0,0.0,0.398914,1974-05-15,,,
Never Take Sweets from a Stranger,0.0,0.0,3.454116,1960-03-04,,,
Get the Gringo,35000000.0,0.0,6.195103,2012-03-15,,,
Suicide Manual,0.0,0.0,0.11709,2003-10-06,,,
The Keeper,10000000.0,0.0,7.756334,2009-10-03,,,
5 Days of War,20000000.0,17479.0,3.174512,2011-04-14,,,
"Life, Above All",0.0,0.0,0.433497,2010-05-19,,,
Bio Slime,50000.0,0.0,1.574947,2010-03-29,,,
Superman: Doomsday,3500000.0,0.0,7.879229,2007-09-18,,,
Entr'acte,0.0,0.0,0.931283,1924-12-04,,,
A Lake,0.0,0.0,0.415622,2008-09-01,,,
Tracy Morgan: Black & Blue,0.0,0.0,0.36028,2010-11-13,,,
The Importance of Tying Your Own Shoes,950000.0,0.0,0.510589,2011-03-18,,,
The Peach Thief,0.0,0.0,0.193585,1964-11-09,,,
Salomé,0.0,0.0,0.033575,1972-02-19,,,
Outer Space,0.0,0.0,0.372715,1999-01-01,,,
Exporting Raymond,0.0,0.0,0.28542,2011-04-29,,,
Appointment with Danger,0.0,0.0,1.12449,1951-05-09,,,
Vares - The Kiss of Evil,1400000.0,0.0,1.27935,2011-01-06,,,
A Few Best Men,12468389.0,29007412.0,6.116093,2011-10-14,,,
Late Bloomers,0.0,0.0,1.241076,2011-07-13,,,
Cord,0.0,0.0,1.229626,2000-01-01,,,
The Deadly Tower,0.0,0.0,0.607337,1975-10-18,,,
Cosmopolis,20500000.0,6063556.0,6.087109,2012-05-25,,,
House of the Rising Sun,1500000.0,0.0,2.726267,2011-07-19,,,
A Thousand Words,40000000.0,22044277.0,5.446745,2012-03-07,,,
Chimpanzee,0.0,0.0,5.583996,2012-04-20,,,
Love's Deadly Triangle: The Texas Cadet Murder,14000000.0,161001698.0,1.36737,1997-02-20,,,
Safety Not Guaranteed,750000.0,4007792.0,7.067494,2012-06-08,,,
Madagascar 3: Europe's Most Wanted,145000000.0,746921274.0,13.829042,2012-06-06,,,
Bunnyman,0.0,0.0,0.594855,2011-06-20,,,
Athena,0.0,0.0,0.082134,1954-11-04,,,
The Lawless,0.0,0.0,0.979775,1950-06-01,,,
Eaux d'artifice,0.0,0.0,0.373656,1953-01-01,,,
Inauguration of the Pleasure Dome,0.0,0.0,0.588972,1954-01-01,,,
Blackthorn,0.0,623528.0,4.191928,2011-08-31,,,
Your Sister's Sister,125000.0,3200000.0,10.850569,2011-09-11,,,
The Needle,0.0,0.0,0.667468,1988-09-16,,,
The Beekeeper,0.0,0.0,1.033872,1986-01-01,,,
Dragon Ball: Curse of the Blood Rubies,0.0,0.0,2.71067,1986-12-20,,,
Dragon Ball: Sleeping Princess in Devil's Castle,0.0,0.0,2.981616,1987-07-18,,,
Superman/Batman: Public Enemies,0.0,0.0,8.572867,2009-09-29,,,
Dead Space: Aftermath,2500000.0,0.0,1.507249,2010-12-31,,,
Iria: Zeiram the Animation,0.0,0.0,0.134957,1994-06-23,,,
Kidnapped,0.0,0.0,2.936334,2010-06-17,,,
This Special Friendship,0.0,0.0,0.341223,1964-09-04,,,
Proteus,0.0,0.0,0.695867,2003-09-07,,,
Dragon Ball: Mystical Adventure,0.0,0.0,1.60215,1988-07-09,,,
Dragon Ball Z: The World's Strongest,0.0,0.0,6.223436,1990-03-10,,,
Brave,185000000.0,538983207.0,15.876341,2012-06-21,,,
Beauty and the Beast: The Enchanted Christmas,0.0,0.0,8.169404,1997-11-11,,,
Front of the Class,0.0,0.0,2.480436,2008-01-01,,,
Alcina,0.0,0.0,0.001187,1999-12-01,,,
The Pet,0.0,0.0,1.854367,2006-05-17,,,
Dragon Ball Z: The Tree of Might,0.0,0.0,4.955965,1990-06-07,,,
Pocahontas II: Journey to a New World,0.0,0.0,8.763892,1998-08-04,,,
Bel Ami,9000000.0,8303261.0,7.720692,2012-03-09,,,
What to Expect When You're Expecting,40000000.0,79700000.0,7.271503,2012-05-17,,,
To Rome with Love,17000000.0,73244881.0,7.812646,2012-04-20,,,
Don't Drink the Water,0.0,0.0,0.330446,1969-11-11,,,
Abraham Lincoln: Vampire Hunter,69000000.0,112265139.0,7.922636,2012-06-20,,,
Mad Dog Coll,0.0,0.0,0.669692,1961-05-12,,,
Winning,0.0,0.0,1.966696,1969-05-22,,,
First Position,0.0,0.0,1.554905,2011-09-11,,,
4.3.2.1,4600000.0,1163967.0,5.805666,2010-06-02,,,
Beauty #2,0.0,0.0,0.372737,1965-07-01,,,
Wings in the Dark,0.0,0.0,0.47148,1935-02-01,,,
Detention,10000000.0,0.0,7.74967,2011-03-16,6.3,49.0,
Nina Frisk,0.0,0.0,0.195066,2007-03-09,,,
Confession,0.0,0.0,0.254885,1937-08-19,,,
Kind Lady,0.0,0.0,0.169677,1935-12-06,,,
Planet B-Boy,0.0,0.0,0.156058,2008-03-21,,,
For Greater Glory - The True Story of Cristiada,12000000.0,9622846.0,4.482331,2012-06-01,,,
Woochi : The Demon Slayer,12000000.0,0.0,3.03345,2009-12-23,,,
Sorry if I Love You,0.0,0.0,6.16374,2008-01-25,,,
Torpedo Bombers,0.0,0.0,0.72925,1983-08-01,,,
Taxi Hunter,0.0,0.0,0.007472,1993-10-14,,,
Rock of Ages,75000000.0,59418613.0,12.558042,2012-06-13,,,
Seeking a Friend for the End of the World,10000000.0,9636289.0,6.947533,2012-06-22,,,
Presto,0.0,0.0,8.563861,2008-06-18,,,
Jack-Jack Attack,0.0,0.0,5.588364,2004-12-31,,,
Hollywood Man,0.0,0.0,0.777456,1976-10-01,,,
Jekyll & Hyde,0.0,0.0,0.834238,1990-01-06,,,
Boundin',0.0,0.0,5.137422,2003-11-04,,,
One Man Band,0.0,0.0,4.410709,2005-06-21,,,
A Map For Saturday,0.0,0.0,0.356735,2007-08-07,,,
The Silent Scream,0.0,0.0,4.800728,1979-11-23,,,
Ted,50000000.0,549368315.0,19.638605,2012-06-29,,,
The Giant Mechanical Man,0.0,0.0,3.403206,2012-04-27,,,
Tin Toy,0.0,0.0,6.058028,1988-08-01,,,
Magic Mike,7000000.0,167221571.0,8.732425,2012-06-28,,,
Revenge of the Electric Car,0.0,0.0,0.618371,2011-10-21,,,
Dragon Ball Z: Return of Cooler,0.0,0.0,5.46959,1992-03-07,,,
Dragon Ball Z: Cooler's Revenge,0.0,0.0,5.425533,1991-07-20,,,
Blood of the Vampire,0.0,0.0,0.881563,1958-08-25,,,
Disneyland Dream,0.0,0.0,0.242068,1956-07-31,,,
Disney Sing-Along-Songs: Under the Sea,0.0,0.0,0.003244,1990-08-14,,,
Pulgasari,0.0,0.0,0.435404,1985-01-01,,,
The Toughest Man in the World,0.0,0.0,0.617749,1984-11-07,,,
On the Road,25000000.0,8784318.0,7.323283,2012-05-22,,,
Norman,0.0,0.0,4.62403,2010-06-11,,,
Joffrey: Mavericks of American Dance,0.0,0.0,0.00842,2012-04-27,,,
Dragon Ball Z: Super Android 13,0.0,0.0,4.854487,1992-07-11,,,
Dragon Ball Z: Broly - The Legendary Super Saiyan,0.0,0.0,7.348249,1993-03-06,,,
Virtual JFK: Vietnam If Kennedy Had Lived,0.0,0.0,0.040081,2008-09-17,,,
Extraterrestrial,0.0,0.0,1.959847,2011-09-11,,,
Cleanskin,0.0,0.0,6.402926,2012-03-08,,,
The Amazing Spider-Man,215000000.0,752215857.0,31.102267,2012-06-27,,,
The Barchester Chronicles,0.0,0.0,0.027777,1982-11-10,,,
Dragon Ball Z: Bojack Unbound,0.0,0.0,5.229103,1993-07-10,,,
Reminiscences of a Journey to Lithuania,0.0,0.0,0.249544,1972-10-04,,,
Noroi: The Curse,2000000.0,0.0,2.800654,2005-08-20,,,
ID:A,0.0,0.0,1.636085,2011-11-24,,,
A Colt Is My Passport,0.0,0.0,0.332499,1967-02-04,,,
Coup de grâce,0.0,0.0,0.175357,1976-10-21,,,
Wrong Turn 3: Left for Dead,0.0,0.0,12.257121,2009-01-01,,,
Blacksmith Scene,0.0,0.0,1.061591,1893-05-08,,,
Ice Age: Continental Drift,95000000.0,877244782.0,13.26958,2012-06-26,,,
Beasts of the Southern Wild,1800000.0,21107746.0,5.550496,2012-06-29,,,
Dangerous Davies,0.0,0.0,0.012313,1981-01-04,,,
Dynamite,0.0,0.0,0.886807,1929-12-13,,,
The Day the Fish Came Out,0.0,0.0,0.116528,1967-09-27,,,
People Like Us,16000000.0,12434778.0,14.906621,2012-06-29,,,
Crazed Fruit,0.0,0.0,0.435303,1956-07-12,,,
Cruel Gun Story,0.0,0.0,0.082102,1964-02-01,,,
Flame and Women,0.0,0.0,0.183668,1967-12-01,,,
Euridice BA 2037,0.0,0.0,0.268068,1975-09-29,,,
La sociedad del semáforo,0.0,0.0,0.077334,2010-09-24,,,
The Flying Fleet,0.0,0.0,0.008084,1929-01-19,,,
Savages,45000000.0,82966152.0,13.248022,2012-07-06,6.4,131.0,
Balto II: Wolf Quest,0.0,0.0,5.697362,2002-02-19,,,
Rat King,0.0,0.0,0.933202,2012-01-20,,,
Bela Kiss: Prologue,0.0,0.0,1.037843,2013-01-10,,,
Oneway-Ticket to Korsør,0.0,0.0,0.183421,2008-09-18,,,
Candles on Bay Street,0.0,0.0,1.961356,2006-11-26,,,
Once Upon A Time in Phuket,0.0,0.0,1.159178,2011-12-31,,,
The War,0.0,0.0,0.487489,2007-09-23,,,
Thomas Jefferson,0.0,0.0,0.001921,1997-02-18,,,
Mooz-lum,0.0,330048.0,0.816803,2011-02-11,,,
The Union,0.0,0.0,0.355876,2012-01-01,,,
The Miser,0.0,0.0,4.662353,1980-03-05,,,
Scorcher,0.0,0.0,1.483815,2003-01-01,,,
The Firm,0.0,0.0,2.481581,2009-09-18,,,
Red's Dream,0.0,0.0,3.907112,1987-08-17,,,
Spirit Camp,0.0,0.0,0.461786,2009-09-25,,,
The Perfect Roommate,0.0,0.0,1.183015,2011-07-21,,,
The Fatal Hour,0.0,0.0,0.614139,1940-01-15,,,
Geri's Game,0.0,0.0,4.768849,1997-11-24,,,
My Last Day Without You,1000000.0,0.0,0.387594,2011-06-11,,,
Red Rover,0.0,0.0,0.407508,2006-10-08,,,
Madea's Witness Protection,0.0,0.0,7.021866,2012-06-29,,,
The Black Windmill,0.0,0.0,1.26698,1974-05-17,,,
A Good Night to Die,0.0,0.0,0.153852,2003-01-01,,,
Some Guy Who Kills People,300000.0,0.0,3.0645,2011-04-14,,,
Five Minarets in New York,12000000.0,0.0,5.92925,2010-03-09,,,
No Problem,0.0,0.0,0.77532,2010-12-10,,,
Prisoner 701: Sasori,0.0,0.0,1.321239,2008-01-01,,,
Treasure Island,0.0,0.0,2.044566,2012-01-01,,,
The Watch,68000000.0,68267862.0,13.276971,2012-07-26,,,
Vampires,0.0,0.0,0.398848,2010-04-17,5.6,40.0,
"Drive, He Said",0.0,0.0,0.383116,1971-06-13,,,
The Adventures of Mary-Kate & Ashley: The Case of the Christmas Caper,0.0,0.0,0.055026,1995-01-01,,,
The Adventures of Mary-Kate & Ashley: The Case of the United States Navy Adventure,0.0,0.0,0.042841,1997-01-01,,,
Someday This Pain Will Be Useful to You,8000000.0,0.0,1.678409,2011-11-02,,,
2 Days in New York,8000000.0,1653792.0,4.68182,2012-03-28,,,
Radio On,0.0,0.0,0.107973,1979-11-30,,,
2010: Moby Dick,0.0,0.0,1.931324,2010-11-23,,,
Physical Promise,0.0,0.0,0.037375,1975-07-26,,,
Terminal USA,0.0,0.0,0.163415,1993-09-17,,,
From Beginning to End,0.0,0.0,2.386729,2009-11-12,,,
The Cat in the Hat,0.0,0.0,0.451122,1971-03-10,4.0,81.0,
"UltraMarathon Man: 50 Marathons, 50 States, 50 Days",0.0,0.0,0.114274,2008-07-31,,,
Killer Joe,10000000.0,3665069.0,6.452069,2011-09-10,,,
Jew Süss,0.0,0.0,0.53439,1934-10-13,,,
The Gospel of Judas,0.0,0.0,0.078586,2006-04-05,,,
Dragon Ball Z: Broly - Second Coming,0.0,0.0,6.12929,1994-03-12,,,
King of Thorn,0.0,0.0,9.849854,2009-10-09,,,
Bob Funk,0.0,0.0,1.886755,2009-03-20,,,
Dragon Ball Z: Bio-Broly,0.0,0.0,4.252,1994-07-09,,,
Dragon Ball Z: Fusion Reborn,0.0,0.0,6.778755,1995-03-04,,,
In the Grip of Passion,0.0,0.0,0.001247,1947-03-21,,,
"Lost, Lost, Lost",0.0,0.0,0.128261,1976-09-14,,,
Anaconda 3: Offspring,0.0,0.0,4.208273,2008-01-01,,,
Wild Bill,0.0,0.0,3.879808,2011-10-21,,,
Pete Smalls Is Dead,6000000.0,0.0,1.311545,2010-09-17,,,
Being Flynn,0.0,540152.0,4.494016,2012-03-02,,,
The Drum,0.0,0.0,0.798128,1938-09-29,,,
Elephant Boy,0.0,0.0,0.074642,1937-04-05,,,
The Forger,0.0,0.0,7.854465,2011-03-09,,,
A Child's Christmas in Wales,0.0,0.0,0.002841,1987-12-23,,,
A Christmas Carol,0.0,0.0,2.852665,1999-12-05,,,
Goodbye Charlie,0.0,0.0,1.260757,1964-11-18,,,
Rage,0.0,0.0,0.986182,2009-08-12,,,
Knick Knack,0.0,0.0,5.509405,1989-01-01,,,
For the Birds,0.0,0.0,11.209398,2000-11-01,,,
Ruby Sparks,0.0,9128263.0,7.692815,2012-07-25,,,
Total Recall,125000000.0,198802074.0,16.42635,2012-08-02,6.2,120.0,
Le Donk & Scor-zay-zee,0.0,0.0,0.874819,2009-10-09,,,
388 Arletta Avenue,0.0,0.0,3.86712,2011-09-11,,,
The Craigslist Killer,0.0,0.0,2.389617,2011-01-03,,,
Babycall,0.0,0.0,2.522415,2011-10-07,,,
The Fantastic Four,1500000.0,0.0,6.114738,1994-01-01,,,
Bertie and Elizabeth,0.0,0.0,1.056596,2002-07-07,,,
Infection,0.0,0.0,1.406611,2004-10-02,,,
The Angels' Share,0.0,7034007.0,12.807728,2012-06-01,,,
Carbon Nation,0.0,0.0,0.111059,2011-02-11,,,
A Dangerous Man,6500000.0,0.0,4.461175,2009-01-01,,,
The Immature,0.0,0.0,4.00779,2011-01-21,,,
Morning of the Earth,0.0,0.0,0.106567,1971-01-01,,,
Dragon Ball Z: Wrath of the Dragon,0.0,0.0,5.264225,1995-07-15,,,
Dragon Ball Z: Bardock - The Father of Goku,0.0,0.0,3.959933,1990-10-17,,,
Marriage Retreat,0.0,0.0,0.27922,2011-08-23,,,
Vampire Journals,0.0,0.0,1.592755,1997-02-25,,,
Dikkenek,0.0,0.0,7.348332,2006-06-21,,,
La Classe Américaine,0.0,0.0,7.278823,1993-12-30,,,
A Necessary Death,0.0,0.0,0.438129,2008-03-08,,,
Oranges,0.0,0.0,0.52322,2004-03-13,,,
Icarus,0.0,0.0,2.342446,2010-02-09,7.9,121.0,
